AnimalName,AnimalGender,AgeAsOf2015,BreedName,Borough
MOCHI,M,3,Unknown,Bronx
MOCHI,F,2,Yorkshire Terrier,Manhattan
MOCHI,F,4,"Bull Dog, French",Brooklyn
MOCHI,M,2,Maltese,Queens
MOCHI,M,4,Shih Tzu,Manhattan
MOCHI,M,3,Unknown,Manhattan
MOCHI,F,9,American Eskimo dog,Manhattan
MOCHI,M,4,Japanese Chin/Spaniel,Brooklyn
MOCHI,F,9,Maltese,Queens
MOCHI,F,5,Shih Tzu,Brooklyn
MOCHI,F,7,Samoyed,Queens
MOCHI,M,7,Beagle,Queens
MOCHI,F,2,Unknown,Manhattan
MOCHI,M,8,Yorkshire Terrier,Queens
MOCHI,M,9,Pekingese,Queens
MOCHI,F,6,"Poodle, Miniature",Manhattan
MOCHI,F,4,Bichon Frise,Queens
MOCHI,F,6,Pomeranian,Manhattan
MOCHI,F,7,Japanese Chin/Spaniel,Brooklyn
MOCHI,M,5,Shiba Inu,Manhattan
MOCHI,M,3,Shih Tzu,Queens
MOCHI,M,7,"Bull Dog, French",Manhattan
MOCHI,M,6,"Bull Dog, French",Brooklyn
MOCHI,M,3,Shih Tzu,Manhattan
MOCHI,M,1,Shiba Inu,Queens
MOCHI,M,13,Silky Terrier,Brooklyn
MOCHI,F,6,Pomeranian,Manhattan
MOCHI,M,6,Unknown,Manhattan
MOCHI,F,4,Shih Tzu,Manhattan
MOCHI,F,1,French Bulldog,Manhattan
MOCHI,F,3,Unknown,Brooklyn
MOCHI,F,2,Shiba Inu,Manhattan
MOCHI,M,5,Shih Tzu,Queens
MOCHI,M,6,Maltese,Queens
MOCHI,F,6,Yorkshire Terrier,Manhattan
MOCHI,M,3,Maltese,Brooklyn
MOCHI,M,7,Havanese,Queens
MOCHI,F,7,Unknown,Bronx
MOCHI,F,4,French Bulldog,Brooklyn
MOCHI,F,5,Lhasa Apso,Manhattan
MOCHI,F,12,Labrador Retriever Crossbreed,Brooklyn
MOCHI,M,1,Maltese,Queens
MOCHI,F,1,Shiba Inu,Manhattan
MOCHI,F,1,Shiba Inu,Manhattan
MOCHI,M,1,Poodle,Queens
MOCHI,F,9,Bichon Frise,Queens
MOCHI,F,3,Boston Terrier,Brooklyn
MOCHI,M,6,Havanese,Staten Island
MOCHI,F,5,German Shepherd Dog,Queens
MOCHI,F,5,German Shepherd Dog,Manhattan
MOCHI,M,1,Havanese,Manhattan
MOCHI,M,5,Pomeranian,Manhattan
MOCHI,M,4,Japanese Chin/Spaniel,Brooklyn
MOCHI,F,2,Pomeranian,Queens
MOCHI,M,7,Maltese,Manhattan
MOCHI,F,3,Shiba Inu,Queens
MOCHI,F,1,Terrier mix,Brooklyn
MOCHI,F,1,Maltese,Queens
MOCHI,M,6,Shih Tzu,Brooklyn
MOCHI,F,2,"Poodle, Miniature",Brooklyn
MOCHI,F,5,Maltese,Queens
MOCHI,M,5,Chow Chow,Manhattan
MOCHI,M,4,Unknown,Brooklyn
MOCHI,M,5,Yorkshire Terrier,Staten Island
MOCHI,M,1,Poodle Crossbreed,Queens
MOCHI,F,6,Pomeranian,Manhattan
MOCHIE,M,4,Boston Terrier,Queens
MOCHO,M,6,Pomeranian,Queens
MOCHT,M,2,Maltese,Queens
MOCO,M,2,Boston Terrier,Manhattan
MODEM,F,8,Unknown,Brooklyn
MODEM,F,9,Manchester Terrier,Brooklyn
MODIGLIANI,M,8,Labradoodle,Queens
MODIGLIANI,M,3,"Poodle, Miniature",Manhattan
MODIGLIANI,M,3,"Poodle, Miniature",Manhattan
MOE,M,12,Boxer,Queens
MOE,M,3,Unknown,Manhattan
MOE,M,2,Labrador Retriever Crossbreed,Brooklyn
MOE,M,8,Labrador Retriever,Staten Island
MOE,M,3,Yorkshire Terrier,Bronx
MOE,M,8,Unknown,Manhattan
MOE,M,4,American Pit Bull Mix / Pit Bull Mix,Manhattan
MOE,M,8,American Pit Bull Terrier/Pit Bull,Bronx
MOE,M,10,Unknown,Brooklyn
MOE,M,12,Boxer,Queens
MOE,M,13,American Eskimo dog,Brooklyn
MOE,M,5,Unknown,Manhattan
MOE,M,6,Boston Terrier,Brooklyn
MOE,M,10,Cocker Spaniel,Brooklyn
MOE,M,6,Unknown,Manhattan
MOE,M,14,Unknown,Queens
MOE,M,4,Unknown,Staten Island
MOE,M,11,Unknown,Manhattan
MOE,M,8,Cotton De Tulear,Brooklyn
MOE,M,8,Labrador Retriever,Staten Island
MOE,M,1,Boston Terrier,Brooklyn
MOE,M,2,Labrador Retriever,Manhattan
MOE,M,6,Unknown,Manhattan
MOE,M,9,Chihuahua,Bronx
MOE,M,2,Japanese Chin,Queens
MOE,M,8,Unknown,MANHATTAN
MOE,M,13,Shih Tzu,Manhattan
MOE,M,4,Brittany Spaniel,Brooklyn
MOE,M,6,"Poodle, Toy",Manhattan
MOE,F,3,Dachshund Smooth Coat,Manhattan
MOESHI,M,3,American Pit Bull Mix / Pit Bull Mix,Manhattan
MOET,F,4,Yorkshire Terrier,Brooklyn
MOÉT,F,3,American Pit Bull Mix / Pit Bull Mix,Bronx
MOEY,F,12,Unknown,Manhattan
MOGHIE,F,4,Shiba Inu,Manhattan
MOGLEY,M,7,Unknown,Queens
MOGLEY,F,12,Unknown,Brooklyn
MOGU,M,6,"Bull Dog, French",Manhattan
MOGU,M,1,Bichon Frise,Queens
MOGUL,M,3,Cavalier King Charles Spaniel,Manhattan
MOGUL,M,3,Cavalier King Charles Spaniel,Manhattan
MOGWAI,M,3,Unknown,Queens
MOGWAI,M,15,Pekingese,Brooklyn
MOHAN,M,2,Puggle,Queens
MOHAWK,M,3,Unknown,Brooklyn
MOHAWK,M,3,Miniature Pinscher,Bronx
MOHAWK,M,3,Miniature Pinscher,Bronx
MOHAWK,M,4,Siberian Husky,Brooklyn
MOHOGANY/,F,2,Chihuahua,Bronx
MOISHE,M,13,"Poodle, Standard",Manhattan
MOISHI,F,2,Shih Tzu,Brooklyn
MOJA,F,10,Shih Tzu,Manhattan
MOJAVE,F,3,"Poodle, Miniature",Manhattan
MOJAVE,F,3,"Poodle, Miniature",Manhattan
MOJEAU,M,7,Brussels Griffon,Manhattan
MOJITO,M,3,Unknown,Brooklyn
MOJITO,M,6,Havanese,Manhattan
MOJITO,M,9,Shih Tzu,Queens
MOJITO,M,3,Unknown,Brooklyn
MOJITO,M,8,Beagle,Brooklyn
MOJITO,M,11,Yorkshire Terrier,Manhattan
MOJITO,M,4,Maltese,Queens
MOJITO,M,13,Havanese,Manhattan
MOJITO,M,11,Chihuahua,Brooklyn
MOJO,M,7,"Dachshund, Wirehaired, Miniature",Manhattan
MOJO,M,5,"Bull Dog, French",Brooklyn
MOJO,M,13,Dachshund Smooth Coat Miniature,Brooklyn
MOJO,M,16,Shih Tzu,Queens
MOJO,M,6,German Shepherd Crossbreed,Brooklyn
MOJO,M,4,Havanese,Bronx
MOJO,M,5,Pug,Brooklyn
MOJO,M,6,Doberman Pinscher,Manhattan
MOJO,M,2,Pomeranian,Brooklyn
MOJO,M,4,Chihuahua,Manhattan
MOJO,M,4,Shih Tzu,Manhattan
MOJO,M,11,"Welsh Corgi, Pembroke",Manhattan
MOJO,M,9,Puggle,Queens
MOJO,M,7,Boxer,Bronx
MOJO,M,7,Chihuahua,Staten Island
MOJO,M,5,Bichon Frise,Bronx
MOJO,M,3,Vizsla,Queens
MOJO,M,8,Unknown,Staten Island
MOJO,M,5,Cavalier King Charles Spaniel,Manhattan
MOJO,M,3,"Bull Dog, French",Manhattan
MOJO,F,9,Labrador Retriever Crossbreed,Bronx
MOJO,M,10,Yorkshire Terrier,Bronx
MOJO,M,8,Unknown,Brooklyn
MOJO,M,1,Havanese,Brooklyn
MOJO,M,11,Labrador Retriever,Manhattan
MOJO,M,16,Shiba Inu,Brooklyn
MOJO,M,6,Poodle,Bronx
MOJO,M,5,"Bull Dog, French",Brooklyn
MOJO,M,9,Shetland Sheepdog,Staten Island
MOJO,M,4,Labrador Retriever Crossbreed,Brooklyn
MOJO,M,9,Labrador Retriever Crossbreed,Staten Island
MOJO,M,4,Havanese,Bronx
MOJO,F,11,Papillon,Manhattan
MOJO,M,11,Unknown,Manhattan
MOJO,F,9,Dachshund Crossbreed,Manhattan
MOJO,M,8,Shih Tzu Crossbreed,Queens
MOJO,M,1,Maltese,Manhattan
MOJO,M,5,Pug,Brooklyn
MOJO,M,16,Unknown,Staten Island
MOJO,M,4,Rat Terrier,Manhattan
MOJO,M,15,Unknown,Staten Island
MOJO,M,6,Siberian Husky,Bronx
MO-JO,M,7,Maltese,Brooklyn
MOJOE,M,9,German Shepherd Dog,Brooklyn
MOJOSEPH,M,3,"Bull Dog, French",Manhattan
MOKA,M,11,Shih Tzu,Manhattan
MOKA,F,4,Labrador Retriever,Manhattan
MOKA,F,9,Unknown,Queens
MOKA,M,11,Shih Tzu,Manhattan
MOKA,F,10,Shih Tzu,Queens
MOKA,M,5,Unknown,Manhattan
MOKA,M,5,Unknown,Manhattan
MOKEE,M,5,Boston Terrier,Manhattan
MOKEE,M,5,Boston Terrier,Manhattan
MOKEY,F,14,American Staffordshire Terrier,Brooklyn
MOKEY,M,6,Unknown,Brooklyn
MOKI,M,14,Golden Retriever,Brooklyn
MOKI,M,7,Cotton De Tulear,Manhattan
MOKI,F,11,Unknown,Brooklyn
MOKI,M,3,Maltipoo,Manhattan
MOKIE,M,2,Wheaton Terrier,Manhattan
MOKIE,M,2,Wheaton Terrier,Manhattan
MOKIE,F,9,Shih Tzu,Manhattan
MOKKA,F,1,Yorkshire Terrier,Manhattan
MOKO,F,7,"Welsh Corgi, Pembroke",Queens
MOKO,F,13,Golden Retriever,Manhattan
MOKO,F,12,Golden Retriever,Manhattan
MOKOSA,F,5,French Bulldog,Queens
MOLDA,F,5,Cocker Spaniel,Queens
MOLE,M,7,Chihuahua,Manhattan
MOLÉ,M,5,Chihuahua Crossbreed,Bronx
MOLI,F,5,American Pit Bull Mix / Pit Bull Mix,Manhattan
MOLINA,F,9,Unknown,Brooklyn
MOLLEE,F,4,Maltese,Manhattan
MOLLEE,F,2,Labrador Retriever,Manhattan
MOLLEY,F,9,"Schnauzer, Miniature",Staten Island
MOLLIE,F,3,Pekingese,Manhattan
MOLLIE,F,10,Unknown,Bronx
MOLLIE,F,3,Yorkshire Terrier Crossbreed,Manhattan
MOLLIE,F,3,Cocker Spaniel,Manhattan
MOLLIE,F,4,American Pit Bull Mix / Pit Bull Mix,Brooklyn
MOLLIE,F,8,Collie Crossbreed,QUEENS
MOLLIE,F,12,German Shepherd Crossbreed,Manhattan
MOLLIE,F,17,Havanese,Bronx
MOLLIE,F,16,Dachshund Smooth Coat Miniature,Manhattan
MOLLIE,F,12,Unknown,Queens
MOLLIE,F,10,Unknown,Manhattan
MOLLIE,F,16,Golden Retriever,Queens
MOLLIE,F,4,American Pit Bull Mix / Pit Bull Mix,Queens
MOLLIE,F,9,Golden Retriever,Manhattan
MOLLIE,F,15,Unknown,Manhattan
MOLLIE,F,5,Havanese,Manhattan
MOLLIE,F,7,Unknown,Staten Island
MOLLIE,F,5,Havanese,Manhattan
MOLLIE,F,7,Labrador Retriever,Manhattan
MOLLIE,F,10,Unknown,Queens
MOLLIE,F,4,Havanese,Brooklyn
MOLLIE,F,4,Unknown,Brooklyn
MOLLIE,F,5,Cairn Terrier,Manhattan
MOLLIE,F,9,Newfoundland,Manhattan
MOLLIE,F,14,Unknown,Queens
MOLLIE,F,8,Collie Crossbreed,QUEENS
MOLLIE,F,4,Unknown,Brooklyn
MOLLIE,F,8,Shih Tzu,Staten Island
MOLLIE,F,16,Unknown,Manhattan
MOLLIE,F,14,Unknown,Staten Island
MOLLIEROSE,F,5,Silky Terrier,Brooklyn
MOLLIESTAR,F,4,Yorkshire Terrier,Queens
MOLLY,F,12,Bichon Frise,Staten Island
MOLLY,F,3,American Pit Bull Terrier/Pit Bull,Queens
MOLLY,F,10,"Bull Dog, English",Staten Island
MOLLY,F,16,Unknown,Manhattan
MOLLY,F,16,Labrador Retriever Crossbreed,Queens
MOLLY,F,4,Unknown,Brooklyn
MOLLY,F,2,Yorkshire Terrier,Staten Island
MOLLY,F,9,Shih Tzu,Manhattan
MOLLY,F,7,Golden Retriever,Queens
MOLLY,F,4,Labrador Retriever Crossbreed,Queens
MOLLY,F,9,Puggle,Manhattan
MOLLY,F,12,Labrador Retriever Crossbreed,Queens
MOLLY,F,14,Unknown,Manhattan
MOLLY,F,10,Cocker Spaniel,Queens
MOLLY,F,4,American Pit Bull Terrier/Pit Bull,Queens
MOLLY,F,6,Unknown,Manhattan
MOLLY,F,4,Labrador Retriever,Manhattan
MOLLY,F,4,Labrador Retriever,Queens
MOLLY,F,9,Jack Russell Terrier,Staten Island
MOLLY,F,3,Wire Fox Terrier,Queens
MOLLY,F,13,Old English Sheepdog,Manhattan
MOLLY,F,4,Unknown,Bronx
MOLLY,F,17,"Schnauzer, Miniature",Manhattan
MOLLY,F,13,Unknown,Staten Island
MOLLY,F,17,Unknown,Queens
MOLLY,F,2,Wheaton Terrier,Manhattan
MOLLY,F,10,Scottish Terrier,Brooklyn
MOLLY,F,9,Shih Tzu,Staten Island
MOLLY,F,3,Unknown,Bronx
MOLLY,F,10,Labrador Retriever Crossbreed,Queens
MOLLY,F,2,Dachshund Smooth Coat,Brooklyn
MOLLY,F,3,American Pit Bull Terrier/Pit Bull,Queens
MOLLY,F,3,Lhasa Apso,Manhattan
MOLLY,F,3,"Collie, Border",Brooklyn
MOLLY,F,11,Portuguese Water Dog,Staten Island
MOLLY,F,8,Boston Terrier,Queens
MOLLY,F,3,Unknown,Manhattan
MOLLY,F,3,Unknown,Staten Island
MOLLY,F,6,Maltese,Manhattan
MOLLY,F,2,Unknown,Queens
MOLLY,F,5,Golden Retriever,Manhattan
MOLLY,F,14,Cairn Terrier,Brooklyn
MOLLY,F,12,Labrador Retriever,Queens
MOLLY,F,12,Unknown,Manhattan
MOLLY,F,9,Cocker Spaniel,Staten Island
MOLLY,F,18,Bichon Frise,Brooklyn
MOLLY,F,10,Labrador Retriever Crossbreed,Brooklyn
MOLLY,F,2,Shih Tzu,Queens
MOLLY,F,18,Unknown,Manhattan
MOLLY,F,4,American Pit Bull Terrier/Pit Bull,Brooklyn
MOLLY,F,5,Maltese,Staten Island
MOLLY,F,6,Pug,Brooklyn
MOLLY,F,2,Havanese,Queens
MOLLY,F,5,Unknown,Staten Island
MOLLY,F,11,Labrador Retriever Crossbreed,Brooklyn
MOLLY,F,13,"Bull Dog, English",Staten Island
MOLLY,F,8,Golden Retriever,Staten Island
MOLLY,F,2,American Pit Bull Terrier/Pit Bull,Manhattan
MOLLY,F,8,American Pit Bull Mix / Pit Bull Mix,Staten Island
MOLLY,F,11,Maltese,Brooklyn
MOLLY,F,13,Labrador Retriever,Staten Island
MOLLY,F,6,Maltese,Staten Island
MOLLY,F,6,Pomeranian,Queens
MOLLY,F,3,Collie,Manhattan
MOLLY,F,3,Labrador Retriever Crossbreed,Queens
MOLLY,F,7,Beagle,Queens
MOLLY,F,5,Unknown,Manhattan
MOLLY,F,4,Beagle Crossbreed,Queens
MOLLY,F,12,Yorkshire Terrier,Bronx
MOLLY,F,4,Pomeranian,Manhattan
MOLLY,F,10,Jack Russell Terrier,Brooklyn
MOLLY,F,6,"Bull Dog, French",Staten Island
MOLLY,F,8,Labrador Retriever Crossbreed,Queens
MOLLY,F,2,"Bull Dog, French",Queens
MOLLY,F,3,American Pit Bull Mix / Pit Bull Mix,Brooklyn
MOLLY,F,3,Yorkshire Terrier,Brooklyn
MOLLY,F,3,Bichon Frise,Manhattan
MOLLY,F,6,"Bull Dog, French",Manhattan
MOLLY,F,11,Unknown,Manhattan
MOLLY,F,2,Cavalier King Charles Spaniel,Manhattan
MOLLY,F,8,Bichon Frise,Queens
MOLLY,F,5,Boston Terrier,Staten Island
MOLLY,F,6,Cocker Spaniel,Manhattan
MOLLY,F,2,Poodle,Manhattan
MOLLY,F,7,Rottweiler,Queens
MOLLY,F,2,Chihuahua,Brooklyn
MOLLY,F,4,Golden Retriever,Manhattan
MOLLY,F,3,Goldendoodle,Manhattan
MOLLY,F,5,"Schnauzer, Standard",Queens
MOLLY,F,10,Chihuahua,Brooklyn
MOLLY,M,7,Labrador Retriever,Staten Island
MOLLY,F,4,Unknown,Manhattan
MOLLY,F,6,Beagle,Manhattan
MOLLY,F,10,Jack Russell Terrier,Brooklyn
MOLLY,F,7,Bichon Frise,Manhattan
MOLLY,F,5,Bernese Mountain Dog,Queens
MOLLY,F,9,Unknown,Manhattan
MOLLY,F,8,Cocker Spaniel,Brooklyn
MOLLY,F,9,Yorkshire Terrier,Manhattan
MOLLY,F,7,"Bull Dog, English",Manhattan
MOLLY,F,2,Shih Tzu Crossbreed,Queens
MOLLY,F,6,Shih Tzu,Bronx
MOLLY,F,13,Labrador Retriever,Manhattan
MOLLY,F,9,Unknown,Manhattan
MOLLY,F,11,Unknown,Manhattan
MOLLY,F,6,Unknown,Manhattan
MOLLY,F,11,Unknown,Manhattan
MOLLY,F,4,American Pit Bull Terrier/Pit Bull,Brooklyn
MOLLY,F,11,Border Collie,Staten Island
MOLLY,F,6,Labrador Retriever,Staten Island
MOLLY,F,3,Beagle,Brooklyn
MOLLY,F,12,Border Collie,Manhattan
MOLLY,F,7,Pug,Manhattan
MOLLY,F,15,"Schnauzer, Miniature",Queens
MOLLY,F,9,Unknown,Queens
MOLLY,F,13,Unknown,Brooklyn
MOLLY,F,2,Poodle,Manhattan
MOLLY,F,9,Unknown,Staten Island
MOLLY,F,3,Collie Crossbreed,Staten Island
MOLLY,F,7,Havanese,Brooklyn
MOLLY,F,3,"Poodle, Toy",Staten Island
MOLLY,F,3,Boston Terrier,Manhattan
MOLLY,F,6,Chihuahua,Staten Island
MOLLY,F,8,Labradoodle,Manhattan
MOLLY,F,13,Unknown,Manhattan
MOLLY,F,11,Golden Retriever,Queens
MOLLY,F,3,German Shepherd Dog,Brooklyn
MOLLY,F,2,Yorkshire Terrier,Queens
MOLLY,F,6,Unknown,Brooklyn
MOLLY,F,5,Unknown,Queens
MOLLY,F,3,German Shepherd Crossbreed,Brooklyn
MOLLY,F,4,American Pit Bull Terrier/Pit Bull,Brooklyn
MOLLY,F,12,Pekingese,Manhattan
MOLLY,F,2,Poodle,Brooklyn
MOLLY,F,16,"Poodle, Standard",Queens
MOLLY,F,6,Miniature Pinscher,Brooklyn
MOLLY,F,16,Maltese,Brooklyn
MOLLY,F,4,"Bull Dog, French",Brooklyn
MOLLY,F,13,Unknown,Staten Island
MOLLY,F,6,Unknown,Manhattan
MOLLY,F,4,Maltese,Brooklyn
MOLLY,F,4,Maltese,Staten Island
MOLLY,F,6,Unknown,Staten Island
MOLLY,F,9,Cocker Spaniel,Queens
MOLLY,F,12,Australian Shepherd,Brooklyn
MOLLY,F,4,"Poodle, Standard",Queens
MOLLY,F,8,Unknown,Queens
MOLLY,F,7,"Bull Dog, English",Manhattan
MOLLY,F,8,Unknown,Manhattan
MOLLY,F,10,Shetland Sheepdog,Staten Island
MOLLY,F,10,Labrador Retriever Crossbreed,Queens
MOLLY,F,12,Unknown,Bronx
MOLLY,F,9,Chow Chow,Manhattan
MOLLY,F,3,Labrador Retriever,Manhattan
MOLLY,F,2,Labrador Retriever,Staten Island
MOLLY,F,6,American Pit Bull Terrier/Pit Bull,Staten Island
MOLLY,F,2,Bulldog,Manhattan
MOLLY,F,9,Labrador Retriever,Queens
MOLLY,F,2,Havanese,Brooklyn
MOLLY,F,7,Labrador Retriever,Staten Island
MOLLY,F,9,Miniature Pinscher,Brooklyn
MOLLY,F,6,Labrador Retriever Crossbreed,Brooklyn
MOLLY,F,3,Chihuahua,Staten Island
MOLLY,F,8,Dachshund Smooth Coat,Manhattan
MOLLY,F,12,Unknown,Staten Island
MOLLY,F,1,Shih Tzu,Queens
MOLLY,F,12,Boxer,Staten Island
MOLLY,F,9,Beagle,Staten Island
MOLLY,F,3,Unknown,Manhattan
MOLLY,F,8,"Bull Dog, English",Manhattan
MOLLY,F,7,Shiba Inu,Manhattan
MOLLY,F,8,Shih Tzu,Brooklyn
MOLLY,F,6,German Shepherd Dog,Queens
MOLLY,F,9,German Shepherd Crossbreed,Bronx
MOLLY,F,9,Unknown,Manhattan
MOLLY,F,6,Golden Retriever,Manhattan
MOLLY,F,17,Unknown,Manhattan
MOLLY,F,16,Unknown,Queens
MOLLY,F,3,Border Collie,Manhattan
MOLLY,F,10,"Bull Dog, English",Staten Island
MOLLY,F,11,Unknown,Queens
MOLLY,F,9,Boxer,Staten Island
MOLLY,F,10,Rottweiler,Manhattan
MOLLY,F,7,"Bull Dog, English",Brooklyn
MOLLY,F,11,Unknown,Bronx
MOLLY,F,4,Chihuahua,Queens
MOLLY,F,3,Chesapeake Bay Retriever,QUEENS
MOLLY,F,4,Maltese,Manhattan
MOLLY,F,4,Cotton De Tulear,Brooklyn
MOLLY,F,6,Beagle Crossbreed,Manhattan
MOLLY,F,2,Jack Russell Terrier,Manhattan
MOLLY,F,3,Shih Tzu,Manhattan
MOLLY,F,15,"Poodle, Standard",Staten Island
MOLLY,F,12,Shetland Sheepdog,Staten Island
MOLLY,F,6,Yorkshire Terrier,Staten Island
MOLLY,F,9,Unknown,Manhattan
MOLLY,F,10,Boston Terrier,Brooklyn
MOLLY,F,4,Puggle,Bronx
MOLLY,F,10,Unknown,Staten Island
MOLLY,F,7,Maltese,Staten Island
MOLLY,M,3,Chihuahua,Manhattan
MOLLY,F,13,Pomeranian,Staten Island
MOLLY,F,8,"Schnauzer, Miniature",Staten Island
MOLLY,F,12,Australian Cattledog,Brooklyn
MOLLY,F,11,Poodle Crossbreed,Queens
MOLLY,F,7,Golden Retriever,Brooklyn
MOLLY,F,14,Lhasa Apso,Queens
MOLLY,F,5,Unknown,Queens
MOLLY,F,10,Unknown,Queens
MOLLY,F,9,Golden Retriever,Queens
MOLLY,F,3,American Pit Bull Terrier/Pit Bull,Queens
MOLLY,F,2,Jack Russell Terrier,Manhattan
MOLLY,F,11,Havanese,Manhattan
MOLLY,F,5,Boston Terrier,Manhattan
MOLLY,F,11,Jack Russell Terrier,Brooklyn
MOLLY,F,10,Maltese,Brooklyn
MOLLY,F,10,Cocker Spaniel,Manhattan
MOLLY,F,4,Boxer,Manhattan
MOLLY,F,2,American Pit Bull Terrier/Pit Bull,Brooklyn
MOLLY,F,8,Labrador Retriever,Brooklyn
MOLLY,F,11,Unknown,Queens
MOLLY,F,7,Unknown,Staten Island
MOLLY,F,5,German Shepherd Dog,Staten Island
MOLLY,F,2,"Dachshund, Long Haired Miniature",Staten Island
MOLLY,F,6,German Shepherd Dog,Staten Island
MOLLY,F,9,Shih Tzu,Manhattan
MOLLY,F,4,Shih Tzu,Brooklyn
MOLLY,F,9,Unknown,Manhattan
MOLLY,F,16,Unknown,Manhattan
MOLLY,F,14,Cocker Spaniel,QUEENS
MOLLY,F,10,Puggle,Manhattan
MOLLY,F,8,Maltese,Queens
MOLLY,F,17,Shih Tzu,Manhattan
MOLLY,F,7,Shiba Inu,Manhattan
MOLLY,F,4,Labrador Retriever Crossbreed,Brooklyn
MOLLY,F,8,Australian Shepherd,Brooklyn
MOLLY,F,13,Border Collie,Brooklyn
MOLLY,F,4,Golden Retriever,Queens
MOLLY,F,4,Weimaraner,Queens
MOLLY,F,2,Australian Shepherd,Queens
MOLLY,F,1,Greyhound,Brooklyn
MOLLY,F,6,Shih Tzu,Queens
MOLLY,F,5,American Pit Bull Mix / Pit Bull Mix,Brooklyn
MOLLY,F,8,Chesapeake Bay Retriever,Manhattan
MOLLY,F,3,American Staffordshire Terrier,Queens
MOLLY,F,7,Unknown,Queens
MOLLY,F,6,Boston Terrier,Staten Island
MOLLY,F,5,Golden Retriever,Queens
MOLLY,F,15,Wheaton Terrier,Staten Island
MOLLY,F,5,"Poodle, Miniature",Queens
MOLLY,F,8,Chihuahua,Bronx
MOLLY,F,6,Pug,Manhattan
MOLLY,F,4,Chihuahua,Bronx
MOLLY,F,9,Lhasa Apso,Brooklyn
MOLLY,F,13,Shih Tzu,Manhattan
MOLLY,F,8,Chihuahua,Manhattan
MOLLY,F,8,Unknown,Bronx
MOLLY,F,4,Shih Tzu,Staten Island
MOLLY,F,2,Australian Shepherd,Manhattan
MOLLY,F,9,Jack Russell Terrier,Staten Island
MOLLY,F,4,Yorkshire Terrier,Staten Island
MOLLY,F,8,"Poodle, Miniature",Staten Island
MOLLY,F,10,Unknown,Staten Island
MOLLY,F,1,Unknown,Staten Island
MOLLY,F,6,Golden Retriever,Manhattan
MOLLY,F,7,Unknown,Manhattan
MOLLY,F,8,Beagle,Queens
MOLLY,F,10,Pomeranian,Queens
MOLLY,F,1,Chihuahua,Manhattan
MOLLY,F,4,Boxer,Staten Island
MOLLY,F,2,Jack Russell Terrier,Manhattan
MOLLY,F,9,Unknown,Staten Island
MOLLY,F,5,Chihuahua,Queens
MOLLY,F,1,Maltese,Brooklyn
MOLLY,F,10,Golden Retriever,Queens
MOLLY,F,11,Unknown,Bronx
MOLLY,F,3,"Collie, Border",Brooklyn
MOLLY,F,2,German Shepherd Crossbreed,Queens
MOLLY,F,3,Dachshund Smooth Coat,Brooklyn
MOLLY,F,2,Unknown,Manhattan
MOLLY,F,11,Unknown,Staten Island
MOLLY,F,12,Chihuahua,Brooklyn
MOLLY,F,5,Dachshund Smooth Coat Miniature,Queens
MOLLY,F,10,Unknown,Queens
MOLLY,F,3,American Pit Bull Mix / Pit Bull Mix,Manhattan
MOLLY,F,10,Yorkshire Terrier,Brooklyn
MOLLY,F,6,Shih Tzu,Queens
MOLLY,F,2,Unknown,Queens
MOLLY,F,8,"Poodle, Miniature",Manhattan
MOLLY,F,5,Unknown,Queens
MOLLY,F,8,Irish Setter,Queens
MOLLY,F,5,Maltese,Queens
MOLLY,F,3,"Poodle, Toy",Manhattan
MOLLY,F,2,Labrador Retriever,Manhattan
MOLLY,F,8,West High White Terrier,Manhattan
MOLLY,F,9,Shih Tzu,Staten Island
MOLLY,F,4,Beagle Crossbreed,Queens
MOLLY,F,8,Boston Terrier,Queens
MOLLY,F,8,Labrador Retriever Crossbreed,Brooklyn
MOLLY,F,4,Maltese,Brooklyn
MOLLY,F,10,Cocker Spaniel,Manhattan
MOLLY,F,12,Unknown,Manhattan
MOLLY,F,1,Unknown,Queens
MOLLY,F,13,"Poodle, Standard",Manhattan
MOLLY,F,7,Unknown,Staten Island
MOLLY,F,3,Maltese,Manhattan
MOLLY,F,5,Unknown,Brooklyn
MOLLY,F,9,Cocker Spaniel,Staten Island
MOLLY,F,9,Unknown,Manhattan
MOLLY,F,1,West High White Terrier,Manhattan
MOLLY,F,11,Puggle,Manhattan
MOLLY,F,3,Shih Tzu,Queens
MOLLY,F,2,American Pit Bull Mix / Pit Bull Mix,Bronx
MOLLY,F,14,Wheaton Terrier,Brooklyn
MOLLY,F,3,Jack Russell Terrier,Queens
MOLLY,F,2,Dachshund Smooth Coat Miniature,Brooklyn
MOLLY,F,3,Shiba Inu,Brooklyn
MOLLY,F,12,Golden Retriever,BRONX
MOLLY,F,3,Chihuahua Crossbreed,Manhattan
MOLLY,F,9,Cocker Spaniel,Manhattan
MOLLY,F,10,Chihuahua,Queens
MOLLY,F,6,Shih Tzu,Bronx
MOLLY,F,4,Siberian Husky,Manhattan
MOLLY,F,8,"Dachshund, Long Haired Miniature",Manhattan
MOLLY,F,2,Havanese,Queens
MOLLY,F,13,Australian Shepherd,Manhattan
MOLLY,F,3,Unknown,Manhattan
MOLLY,F,6,"Bull Dog, French",Brooklyn
MOLLY,F,8,"Bull Dog, French",Manhattan
MOLLY,F,8,Maltese,Brooklyn
MOLLY,F,7,Unknown,Brooklyn
