AnimalName,AnimalGender,AgeAsOf2015,BreedName,Borough
FRANKIE,M,1,Dachshund Crossbreed,Manhattan
FRANKIE,M,9,"Poodle, Miniature",Bronx
FRANKIE,F,2,Terrier mix,Queens
FRANKIE,M,2,Yorkshire Terrier,Bronx
FRANKIE,F,6,Dachshund Smooth Coat Miniature,Brooklyn
FRANKIE,M,14,"Poodle, Miniature",Manhattan
FRANKIE,F,9,"Schnauzer, Miniature",Manhattan
FRANKIE,M,12,Dachshund Smooth Coat Miniature,Queens
FRANKIE,M,11,Boston Terrier,Brooklyn
FRANKIE,M,8,Pomeranian,Brooklyn
FRANKIE,F,7,Unknown,Brooklyn
FRANKIE,M,3,Shih Tzu,Brooklyn
FRANKIE,M,14,Dachshund Smooth Coat,Queens
FRANKIE,F,5,American Pit Bull Mix / Pit Bull Mix,Brooklyn
FRANKIE,M,15,Jack Russell Terrier,Queens
FRANKIE,M,5,"Dachshund, Long Haired Miniature",Manhattan
FRANKIE,F,2,German Shepherd Crossbreed,Manhattan
FRANKIE,F,4,Unknown,Brooklyn
FRANKIE,M,7,Jack Russell Terrier,Brooklyn
FRANKIE,M,13,"Bull Dog, French",Queens
FRANKIE,M,9,Yorkshire Terrier,Staten Island
FRANKIE,M,2,Yorkshire Terrier Crossbreed,Manhattan
FRANKIE,F,6,"Coonhound, Treeing Walker",Brooklyn
FRANKIE,F,5,Unknown,Manhattan
FRANKIE,M,9,Dachshund Smooth Coat Miniature,Brooklyn
FRANKIE,M,9,Papillon,Queens
FRANKIE,F,14,Dachshund Smooth Coat Miniature,Manhattan
FRANKIE,M,13,Chihuahua,Staten Island
FRANKIE,M,5,Bull Terrier,Brooklyn
FRANKIE,M,6,Labradoodle,Manhattan
FRANKIE,M,2,Maltese,Bronx
FRANKIE,F,7,Unknown,Bronx
FRANKIE,M,10,Unknown,Manhattan
FRANKIE,F,1,Italian Greyhound,Manhattan
FRANKIE,F,5,Terrier mix,Staten Island
FRANKIE,F,4,Beagle Crossbreed,Brooklyn
FRANKIE,M,12,Dachshund Smooth Coat,Brooklyn
FRANKIE,M,3,"Bull Dog, English",Brooklyn
FRANKIE,F,9,Dachshund Smooth Coat Miniature,Manhattan
FRANKIE,M,7,German Shepherd Crossbreed,Queens
FRANKIE,M,11,Dachshund Smooth Coat,Queens
FRANKIE,M,15,Labrador Retriever,Manhattan
FRANKIE,M,2,Jack Russell Terrier,Manhattan
FRANKIE,M,7,Unknown,Staten Island
FRANKIE,M,2,Lhasa Apso,Manhattan
FRANKIE,F,15,Unknown,Brooklyn
FRANKIE,M,6,Italian Greyhound,Bronx
FRANKIE,M,7,Unknown,Brooklyn
FRANKIE,M,7,"Bull Dog, French",Brooklyn
FRANKIE,M,9,Beagle,Queens
FRANKIE,M,3,Maltese,Brooklyn
FRANKIE,M,4,Beagle Crossbreed,Brooklyn
FRANKIE,F,6,Terrier Crossbreed,Manhattan
FRANKIE,M,6,Shih Tzu,Manhattan
FRANKIE,M,15,Tibetan Terrier,Manhattan
FRANKIE,F,1,Beagle Crossbreed,Manhattan
FRANKIE,F,2,Chihuahua,Brooklyn
FRANKIE,F,1,Poodle,Manhattan
FRANKIE,M,3,Dachshund Smooth Coat Miniature,Staten Island
FRANKIE,M,2,Cairn Terrier,Manhattan
FRANKIE,F,4,Rat Terrier,Manhattan
FRANKIE,M,5,Pug,Bronx
FRANKIE,M,11,Boston Terrier,Staten Island
FRANKIE,F,1,Goldendoodle,Manhattan
FRANKIE,M,13,Italian Greyhound,Brooklyn
FRANKIE,M,12,Unknown,Bronx
FRANKIE,F,11,Unknown,Brooklyn
FRANKIE-S,M,15,Dachshund Smooth Coat,Staten Island
FRANKKI,F,9,Unknown,Queens
FRANKLIN,M,3,Pug,Manhattan
FRANKLIN,M,9,Pug,Manhattan
FRANKLIN,M,3,Shih Tzu,Brooklyn
FRANKLIN,M,2,Havanese,Manhattan
FRANKLIN,M,3,Havanese,Manhattan
FRANKLIN,M,4,American Pit Bull Terrier/Pit Bull,Brooklyn
FRANKLIN,M,3,Beagle Crossbreed,Manhattan
FRANKLIN,M,2,Wire Fox Terrier,Queens
FRANKLIN,M,8,Unknown,Manhattan
FRANKLIN,M,3,Puggle,Manhattan
FRANKLIN,M,3,Havanese,Manhattan
FRANKLIN,M,2,Dachshund,Manhattan
FRANKLIN,M,6,Golden Retriever,Manhattan
FRANKLIN,M,11,Bassett Hound,Brooklyn
FRANKLIN,M,2,Cairn Terrier,Brooklyn
FRANKLIN,M,7,Unknown,Manhattan
FRANKLIN,F,4,Labrador Retriever Crossbreed,Brooklyn
FRANKLIN,F,6,Pug,Manhattan
FRANKLIN,M,12,Jack Russell Terrier,Brooklyn
FRANKLIN,M,7,Yorkshire Terrier,Manhattan
FRANKLIN,M,1,Pug,Manhattan
FRANKLIN,F,1,Labradoodle,Brooklyn
FRANKLIN,M,10,Cavalier King Charles Spaniel,Queens
FRANKLIN,M,13,Cocker Spaniel,Staten Island
FRANKLIN,M,9,Jack Russell Terrier,Brooklyn
FRANKLIN,M,7,American Staffordshire Terrier,Staten Island
FRANKLIN,M,2,Unknown,Brooklyn
FRANKLIN,M,1,Border Terrier,Manhattan
FRANKLIN,M,13,Yorkshire Terrier,Staten Island
FRANKLIN,M,1,"Poodle, Toy",Bronx
FRANKLIN,M,8,"Bull Dog, English",Brooklyn
FRANKLIN,M,2,Basenji,Manhattan
FRANKLIN,M,6,Labrador Retriever Crossbreed,Brooklyn
FRANKLIN,M,5,Dachshund Smooth Coat,Staten Island
FRANKLIN,M,1,Havanese,Queens
FRANKLIN,M,5,Maltese,Manhattan
FRANKLIN,M,6,Pug,Staten Island
FRANKLIN,M,13,Labrador Retriever,Brooklyn
FRANKLIN,M,12,Chow Chow,Manhattan
FRANKLIN,M,1,French Bulldog,Manhattan
FRANKLIN,M,1,Labrador Retriever,Brooklyn
FRANKLIN,M,4,Cocker Spaniel,Manhattan
FRANKLIN,M,1,Affenpinscher,Brooklyn
FRANKLIN,M,8,Dachshund Smooth Coat Miniature,Brooklyn
FRANKLIN,M,3,Puggle,Manhattan
FRANKLYN,M,5,"Schnauzer, Standard",Bronx
FRANKLYN,M,7,American Pit Bull Terrier/Pit Bull,Manhattan
FRANKLYN,F,3,Beagle,Brooklyn
FRANKLYNN,F,9,Maltese,Staten Island
FRANKSINATRA,M,1,Shih Tzu Crossbreed,Manhattan
FRANKY,M,3,"Schnauzer, Miniature",Manhattan
FRANKY,M,4,Dachshund Smooth Coat Miniature,Manhattan
FRANKY,M,7,Staffordshire Bull Terrier,Manhattan
FRANKY,F,3,"Bull Dog, French",Queens
FRANKY,M,6,Beagle,Manhattan
FRANKY,M,7,Beagle,Queens
FRANKY,M,3,"Schnauzer, Miniature",Manhattan
FRANKY,M,12,Chihuahua,Brooklyn
FRANKY,M,6,American Pit Bull Mix / Pit Bull Mix,Queens
FRANKY,M,1,Yorkshire Terrier,Brooklyn
FRANKY,M,7,Maltese,Manhattan
FRANKY,M,4,Dachshund Smooth Coat Miniature,Manhattan
FRANKY,F,13,Shih Tzu,Queens
FRANNIE,F,3,"Bull Dog, French",Brooklyn
FRANNIE,F,8,"Schnauzer, Miniature",Manhattan
FRANNIE,F,5,Unknown,Queens
FRANNIE,F,2,Labradoodle,Brooklyn
FRANNIE,F,3,Rhodesian Ridgeback,Manhattan
FRANNIE,F,11,"Bull Dog, French",Brooklyn
FRANNIE,F,10,Unknown,Brooklyn
FRANNIE,F,3,Bull Terrier,Queens
FRANNIE,F,5,Unknown,Brooklyn
FRANNY,F,2,Golden Retriever,Manhattan
FRANNY,F,5,Unknown,Manhattan
FRANNY,F,2,German Shepherd Dog,Manhattan
FRANNY,F,6,Unknown,Brooklyn
FRANNY,F,6,Australian Shepherd,Queens
FRANNY,F,10,American Staffordshire Terrier,Queens
FRANNY,F,6,Pomeranian,Manhattan
FRANNY,F,10,Unknown,Brooklyn
FRANNY,F,9,"Poodle, Miniature",Brooklyn
FRANNY,F,2,Unknown,Brooklyn
FRANNY,F,11,"Poodle, Standard",Queens
FRANNY,F,1,American Staffordshire Terrier,Brooklyn
FRANNY,F,7,Unknown,Brooklyn
FRANNY,F,6,Unknown,Brooklyn
FRANNY,F,9,West High White Terrier,Manhattan
FRANSWA,M,7,Chihuahua,Brooklyn
FRANSWA,M,5,Unknown,Bronx
FRANZ,M,15,Weimaraner,Manhattan
FRANZ,M,15,Unknown,Queens
FRANZ,M,6,Dachshund Smooth Coat Miniature,Brooklyn
FRANZ,M,5,Bichon Frise,Manhattan
FRANZ,M,6,"Schnauzer, Miniature",Manhattan
FRAPPE,F,1,Labrador Retriever Crossbreed,Manhattan
FRASIER,M,15,Bichon Frise,Brooklyn
FRASIER,M,18,Jack Russell Terrier,Manhattan
FRASIER,F,7,Labrador Retriever Crossbreed,Manhattan
FRASIER,M,3,Brussels Griffon,Brooklyn
FRASIER,M,9,Chihuahua,Queens
FRASIER,M,15,Jack Russell Terrier,Brooklyn
FRASIER,M,4,Chihuahua,Manhattan
FRAULEIN,F,2,German Shepherd Dog,Brooklyn
FRAULEIN,F,9,Pomeranian,Bronx
FRAULEIN,F,11,German Shepherd Dog,Staten Island
FRAULEIN,F,11,German Shepherd Dog,Staten Island
FRAULEIN,F,2,German Shepherd Dog,Manhattan
FRAXY,M,7,Cotton De Tulear,Manhattan
FRAZIER,M,11,Jack Russell Terrier,Bronx
FRAZIER,M,2,Boxer,Staten Island
FRAZIER,M,4,Boxer,Queens
FRECCIA,M,8,Pharoh hound,Brooklyn
FRECKLE,F,6,"Dachshund, Long Haired Miniature",Manhattan
FRECKLES,M,9,Dalmatian,Staten Island
FRECKLES,M,16,Unknown,Brooklyn
FRECKLES,F,5,Boston Terrier,Manhattan
FRECKLES,M,7,Cocker Spaniel,Manhattan
FRECKLES,F,6,English Cocker Spaniel,Queens
FRECKLES,M,6,Jack Russell Terrier,Queens
FRECKLES,M,2,American Pit Bull Terrier/Pit Bull,Bronx
FRECKLES,F,16,Cocker Spaniel,Manhattan
FRECKLES,F,11,Unknown,Brooklyn
FRECKLES,F,5,American Staffordshire Terrier,Brooklyn
FRECKLES,F,16,Cocker Spaniel,Brooklyn
FRECKLES,F,4,Unknown,Brooklyn
FRECKLES,F,12,Unknown,Staten Island
FRECKLES,M,7,Dalmatian,Manhattan
FRECKLES,F,7,Labrador Retriever Crossbreed,Staten Island
FRECKLES,M,10,Brittany Spaniel,Queens
FRECKLES,F,14,Dachshund Smooth Coat Miniature,Manhattan
FRECKLES,M,9,American Pit Bull Terrier/Pit Bull,Brooklyn
FRECKLES,M,8,Cocker Spaniel,Staten Island
FRECKLES,M,11,Shih Tzu,Brooklyn
FRECKLES,M,4,Beagle,Brooklyn
FRECKLES,M,10,Unknown,Brooklyn
FRECKLES,M,2,Dalmatian,Brooklyn
FRED,M,3,Unknown,Manhattan
FRED,M,8,West High White Terrier,Brooklyn
FRED,M,13,Unknown,Queens
FRED,M,2,Unknown,Manhattan
FRED,M,13,Unknown,Brooklyn
FRED,M,3,Border Collie,Manhattan
FRED,M,12,"Schnauzer, Miniature",Manhattan
FRED,M,7,Unknown,Manhattan
FRED,M,5,Dachshund Smooth Coat Miniature,Manhattan
FRED,M,14,Unknown,Manhattan
FRED,M,9,Golden Retriever,Manhattan
FRED,M,14,Welsh Terrier,Brooklyn
FRED,M,11,Labrador Retriever,Manhattan
FRED,M,7,Unknown,Bronx
FRED,M,11,Unknown,Manhattan
FRED,M,13,Cairn Terrier,Manhattan
FRED,M,9,Unknown,Bronx
FRED,M,12,Yorkshire Terrier,Manhattan
FRED,M,2,Maltese,Queens
FRED,M,10,Bichon Frise,Staten Island
FRED,M,10,Unknown,Manhattan
FRED,M,8,Unknown,Manhattan
FRED,M,15,Italian Greyhound,Staten Island
FRED,M,14,Dachshund Smooth Coat,Queens
FRED,M,4,Unknown,Manhattan
FRED,M,4,Chihuahua,Manhattan
FRED,M,2,Norwich Terrier,Manhattan
FRED,M,3,Golden Retriever,Queens
FRED,M,10,Basset Hound,Manhattan
FRED,M,11,"Bull Dog, French",Manhattan
FRED,M,14,"Schnauzer, Miniature",Manhattan
FRED,M,11,Labrador Retriever,Brooklyn
FRED,M,3,Silky Terrier,Bronx
FRED,M,6,Unknown,Manhattan
FRED,M,10,Unknown,Manhattan
FRED,M,5,Golden Retriever,QUEENS
FRED,M,15,"Dachshund, Long Haired Miniature",Brooklyn
FRED,M,12,Unknown,Manhattan
FRED,M,15,Unknown,Brooklyn
FRED,M,9,Pug,Manhattan
FRED,M,11,Unknown,Staten Island
FRED,M,12,West High White Terrier,Brooklyn
FRED,M,1,American Pit Bull Mix / Pit Bull Mix,Staten Island
FRED,M,8,Bichon Frise,Manhattan
FRED,M,10,Boston Terrier,Staten Island
FRED,M,8,Unknown,Manhattan
FRED,M,8,Poodle Crossbreed,Manhattan
FRED,M,13,"Poodle, Standard",Manhattan
FRED,M,7,Unknown,Manhattan
FRED,M,9,Unknown,Manhattan
FRED,M,15,"Collie, Border",Bronx
FRED,F,9,Whippet,Manhattan
FRED,M,12,"Schnauzer, Miniature",Manhattan
FRED,M,17,Dachshund Smooth Coat,Queens
FRED,M,5,Maltese,Staten Island
FRED,M,13,Maltese,Queens
FRED,M,10,Clumber Spaniel,Manhattan
FRED,M,11,Lhasa Apso,Bronx
FRED,M,16,Unknown,Manhattan
FRED,M,9,Shetland Sheepdog,Queens
FRED,M,2,Cairn Terrier,Queens
FRED,M,7,Unknown,Manhattan
FRED,M,14,Unknown,Manhattan
FRED,M,11,Lhasa Apso,Queens
FRED,M,4,Yorkshire Terrier,Queens
FRED,M,6,Unknown,Staten Island
FRED,M,9,Labrador Retriever Crossbreed,Brooklyn
FRED,M,10,Unknown,Manhattan
FREDA,F,13,Rottweiler,Staten Island
FREDA,F,8,Unknown,Manhattan
FREDDIE,M,8,German Shepherd Crossbreed,Brooklyn
FREDDIE,M,6,Pug,Manhattan
FREDDIE,M,9,Beagle,Manhattan
FREDDIE,M,2,Maltese,Brooklyn
FREDDIE,F,10,Golden Retriever,Manhattan
FREDDIE,M,10,Unknown,Brooklyn
FREDDIE,M,11,Yorkshire Terrier,Staten Island
FREDDIE,M,8,Boston Terrier,Manhattan
FREDDIE,M,2,Beagle Crossbreed,Manhattan
FREDDIE,M,16,"Poodle, Miniature",Staten Island
FREDDIE,M,2,Golden Retriever,Manhattan
FREDDIE,M,2,Chihuahua,Manhattan
FREDDIE,F,4,Unknown,Brooklyn
FREDDIE,F,6,"Dachshund, Long Haired",Manhattan
FREDDIE,M,8,German Shepherd Crossbreed,Brooklyn
FREDDIE,M,3,Dachshund,Brooklyn
FREDDIE,F,2,"Shar-Pei, Chinese",Brooklyn
FREDDIE,M,8,Havanese,Queens
FREDDIE,M,9,Unknown,Manhattan
FREDDIE,M,5,Great Dane,Brooklyn
FREDDIE,M,7,Unknown,Manhattan
FREDDIE,M,4,Bichon Frise,Queens
FREDDIE,M,4,Dachshund Smooth Coat Miniature,Bronx
FREDDIE,M,8,"Collie, Border",Manhattan
FREDDIE,M,9,Unknown,Manhattan
FREDDIE,M,2,Labrador Retriever,Manhattan
FREDDIE,M,3,Yorkshire Terrier,Manhattan
FREDDIE,M,4,Unknown,Manhattan
FREDDIE,M,8,Pomeranian,Manhattan
FREDDIE,M,9,Cocker Spaniel,Manhattan
FREDDIE,M,4,Shih Tzu,Manhattan
FREDDIE,M,2,Parson Russell Terrier,Queens
FREDDIE,M,2,Maltese,Brooklyn
FREDDIE,M,2,Yorkshire Terrier Crossbreed,Brooklyn
FREDDIE,M,12,Havanese,Manhattan
FREDDIE,M,11,Yorkshire Terrier,Staten Island
FREDDIE,M,11,Cairn Terrier,Queens
FREDDIE,M,2,Terrier mix,Brooklyn
FREDDIE,M,8,Chihuahua,Queens
FREDDIE,M,11,Maltese,Queens
FREDDIE,M,1,Yorkshire Terrier,Manhattan
FREDDIE,F,1,Unknown,Brooklyn
FREDDIE,M,4,Puggle,Manhattan
FREDDY,M,3,Unknown,Brooklyn
FREDDY,M,4,Japanese Chin/Spaniel,Manhattan
FREDDY,M,3,American Pit Bull Mix / Pit Bull Mix,Manhattan
FREDDY,M,3,American Pit Bull Terrier/Pit Bull,Manhattan
FREDDY,M,2,Unknown,Manhattan
FREDDY,M,4,Vizsla,Brooklyn
FREDDY,M,11,Pomeranian,Queens
FREDDY,M,7,Unknown,Manhattan
FREDDY,M,16,Unknown,Brooklyn
FREDDY,M,15,Bichon Frise,Queens
FREDDY,M,4,Labrador Retriever,Staten Island
FREDDY,M,6,Cocker Spaniel,Manhattan
FREDDY,M,12,German Shepherd Crossbreed,Brooklyn
FREDDY,M,8,Unknown,Brooklyn
FREDDY,M,2,Unknown,Brooklyn
FREDDY,M,13,Unknown,Queens
FREDDY,M,10,"Poodle, Toy",Manhattan
FREDDY,M,6,Unknown,Manhattan
FREDDY,M,6,Unknown,Manhattan
FREDDY,M,8,Lhasa Apso,Brooklyn
FREDDY,M,15,Labrador Retriever Crossbreed,BROOKLYN
FREDDY,M,11,Chihuahua,Manhattan
FREDDY,M,8,Unknown,Staten Island
FREDDY,M,8,"Bull Dog, French",Manhattan
FREDDY,M,6,Chihuahua,Manhattan
FREDDY,M,10,Yorkshire Terrier,Manhattan
FREDDY,M,12,Cairn Terrier,Manhattan
FREDDY,M,3,Labrador Retriever Crossbreed,Queens
FREDDY,M,3,Unknown,Manhattan
FREDERIC,M,7,Vizsla,Manhattan
FREDERICK,M,3,Havanese,Manhattan
FREDERICK,M,9,Shih Tzu,Staten Island
FREDERICK,M,6,"Schnauzer, Miniature",Manhattan
FREDERICK,M,7,Labradoodle,Staten Island
FREDERICK,M,6,Labrador Retriever,Staten Island
FREDERICK,M,11,"Dachshund, Long Haired Miniature",Manhattan
FREDO,M,4,"Poodle, Miniature",Manhattan
FREDO,M,2,Labrador Retriever,Staten Island
FREDO,M,4,Shiba Inu,Brooklyn
FREDO,M,6,Unknown,Staten Island
FREDO,M,2,Labrador Retriever,Brooklyn
FREDO,M,16,Unknown,Manhattan
FREDO,M,5,Unknown,Queens
FREDO,M,10,"Bull Dog, French",Brooklyn
FREDO,M,15,Unknown,Brooklyn
FREDO,M,5,Unknown,Manhattan
FREDO,M,9,Boston Terrier,Manhattan
FREDRICO,M,2,Jack Russell Terrier,Manhattan
FREDRIK,M,11,Miniature Schnauzer,Queens
FREE,F,5,"Bull Dog, French",Brooklyn
FREE,F,4,American Pit Bull Terrier/Pit Bull,Bronx
FREEDOM,M,7,Labrador Retriever,Staten Island
FREEDOM,F,5,Shiba Inu,Manhattan
FREEDOM,M,5,Boxer,Queens
FREEDOM,M,12,Boxer,Manhattan
FREEDOOM,M,10,Unknown,Bronx
FREEDOOM,M,10,Unknown,Bronx
FREEWAY,M,14,Maltese,QUEENS
FREEWAY,M,13,"Welsh Corgi, Pembroke",Queens
FREEWAY,M,11,Chihuahua,Manhattan
FREEWAY,M,13,Unknown,Staten Island
FREIDA,F,10,Unknown,Manhattan
FREIDA-LEYNA,F,4,German Shepherd Dog,Staten Island
FREIDA-LEYNA,F,4,German Shepherd Dog,Staten Island
FREJA,F,11,Shetland Sheepdog,Manhattan
FREJA,F,3,Siberian Husky,Manhattan
FREJA,F,11,Unknown,Staten Island
FREJA,F,11,Shetland Sheepdog,Manhattan
FREJA,F,2,Labrador Retriever,Manhattan
FREKLES,F,8,Cocker Spaniel,Queens
FRENCH,M,3,Shih Tzu,Brooklyn
FRENCH,M,6,American Pit Bull Terrier/Pit Bull,Manhattan
FRENCH,F,1,Chihuahua,Brooklyn
FRENCH,M,1,"Bull Dog, French",Bronx
FRENCHEE,M,2,"Poodle, Miniature",Queens
FRENCHIE,M,7,Chihuahua,Manhattan
FRENCHIE,M,3,Maltese,Manhattan
FRENCHIE,F,3,Cocker Spaniel,Manhattan
FRENCHIE,M,4,Unknown,Brooklyn
FRENCHIE,M,6,Chihuahua,Queens
FRENCHIE,M,2,Pug,Queens
FRENCHIE,M,4,Papillon,Queens
FRENCHIE,F,13,Bichon Frise,Queens
FRENCHIE,M,2,Akita Crossbreed,Bronx
FRENCHIE,F,5,Collie Crossbreed,Brooklyn
FRENCHIE,M,3,"Mastiff, Bull",Staten Island
FRENCHY,F,5,American Staffordshire Terrier,Manhattan
FRENCHY,M,6,Cavalier King Charles Spaniel,Queens
FRESCO,M,4,Weimaraner,Manhattan
FRESH,M,9,Chihuahua,Bronx
FREUD,M,11,"Schnauzer, Miniature",Manhattan
FREUD,M,5,"Welsh Corgi, Pembroke",Manhattan
FREUD,M,11,"Schnauzer, Miniature",Manhattan
FREYA,F,2,Australian Shepherd,Brooklyn
FREYA,F,3,Cavalier King Charles Spaniel,Manhattan
FREYA,F,14,Unknown,Brooklyn
FREYA,F,3,Dalmatian,Manhattan
FREYA,F,2,Rottweiler,Bronx
FREYA,F,17,Unknown,Manhattan
FREYA,F,5,Great Dane,Staten Island
FREYA,F,3,Siberian Husky,Brooklyn
FREYA,F,7,Boxer,Queens
FREYA,F,1,American Bully,Bronx
FREYA,F,11,Unknown,Staten Island
FREYA,F,2,Australian Shepherd,Brooklyn
FREYJA,F,3,Wheaton Terrier,Manhattan
FREYJA,F,2,German Shepherd Dog,Manhattan
FREYJA,F,6,Chihuahua,Brooklyn
FREYJA,F,2,"Welsh Corgi, Pembroke",Bronx
FREYJA,F,3,Norwegian Elkhound,Manhattan
FREYJA,F,2,Catahoula Leopard Dog,Manhattan
FREYJA,F,8,Labrador Retriever Crossbreed,Staten Island
FRIA,F,14,Golden Retriever,Staten Island
FRIC,F,2,Chihuahua,Manhattan
FRICK,M,7,Yorkshire Terrier,Manhattan
FRIDA,F,5,Unknown,Manhattan
FRIDA,F,2,"Bull Dog, French",Manhattan
FRIDA,F,10,Bichon Frise,Brooklyn
FRIDA,F,3,Unknown,Manhattan
FRIDA,F,2,"Poodle, Standard",Manhattan
FRIDA,F,9,Chihuahua,Staten Island
FRIDA,F,8,Greyhound,Manhattan
FRIDA,F,14,Unknown,Queens
FRIDA,F,6,Unknown,Manhattan
FRIDA,F,6,"Dachshund, Wirehaired",Manhattan
FRIDA,F,2,Yorkshire Terrier,Bronx
FRIDA,F,8,Cocker Spaniel,Bronx
FRIDA,F,2,Unknown,Brooklyn
FRIDA,F,2,Pug,Brooklyn
FRIDA,F,11,Unknown,Brooklyn
FRIDA,F,8,Chihuahua,Manhattan
FRIDA,F,5,American Pit Bull Mix / Pit Bull Mix,Brooklyn
FRIDA,F,2,Jack Russell Terrier,Manhattan
FRIDA,F,3,Maltese,Manhattan
FRIDA,F,6,Pomeranian,Manhattan
FRIDA,F,7,Pomeranian,Brooklyn
FRIDA,F,11,Border Terrier,Manhattan
FRIDA,F,5,Unknown,Manhattan
FRIDA,M,4,Shih Tzu,Manhattan
FRIDA,F,7,"Schnauzer, Miniature",Manhattan
FRIDA,F,4,Havanese,Manhattan
FRIDA,F,8,Unknown,Manhattan
FRIDA,F,9,Chihuahua,Queens
FRIDA,F,10,Brussels Griffon,Manhattan
FRIDA,F,5,Unknown,Brooklyn
FRIDA,F,6,Havanese,Queens
FRIDA,F,2,Dachshund Smooth Coat,Queens
FRIDA,F,7,Labrador Retriever,Manhattan
FRIDA,F,3,"Schnauzer, Standard",Brooklyn
FRIDA,F,5,Havanese,Brooklyn
FRIDA,F,3,"Poodle, Miniature",Manhattan
FRIDA,F,1,French Bulldog,Manhattan
FRIDA,F,6,"Dachshund, Wirehaired",Manhattan
FRIDA,F,9,Chihuahua,Staten Island
FRIDA,F,4,Pug,Bronx
FRIDA,F,11,Labrador Retriever,Brooklyn
FRIDAY,M,3,"Poodle, Standard",Manhattan
FRIDAY,F,6,"Poodle, Toy",Manhattan
FRIDAY,F,7,Dalmatian,Queens
FRIDAY,M,5,Labrador Retriever Crossbreed,Brooklyn
FRIDAY,F,7,Unknown,Manhattan
FRIDAY,F,17,Pomeranian,Manhattan
FRIDAY,M,2,Siberian Husky,Queens
FRIDAY,M,7,Unknown,Staten Island
FRIDAY,M,13,Unknown,Staten Island
FRIDAY,M,8,Unknown,Queens
FRIDAY,M,3,"Poodle, Standard",Manhattan
FRIDAY,F,1,American Pit Bull Mix / Pit Bull Mix,Manhattan
FRIDAY,M,7,Chihuahua,Manhattan
FRIDAY,F,5,Australian Shepherd,Queens
FRIDAY,M,11,Maltese,Manhattan
FRIDAY,F,7,Unknown,Manhattan
FRIDAY,F,7,Dalmatian,Queens
FRIDAY,F,1,West Highland White Terrier,Brooklyn
FRIDAY,M,5,Collie,Brooklyn
FRIEDA,F,18,Dachshund Smooth Coat,Manhattan
FRIEDA,F,11,"Poodle, Standard",Staten Island
FRIENDLY,M,3,Pug,Manhattan
FRIENDSHIPS,M,9,Portuguese Water Dog,Manhattan
FRIGG,F,10,Shetland Sheepdog,Manhattan
FRIGGIT,M,3,"Poodle, Miniature",Manhattan
FRIJOL,M,9,Unknown,Queens
FRINCESS,F,13,Yorkshire Terrier,Manhattan
FRISBBE,F,11,Dachshund Smooth Coat,Bronx
FRISBEE,M,12,Shih Tzu,Queens
FRISBEE,F,10,American Pit Bull Mix / Pit Bull Mix,Staten Island
FRISBEE,F,13,Jack Russell Terrier,Brooklyn
FRISCO,F,16,"Poodle, Toy",Brooklyn
FRISCO,M,7,German Shepherd Dog,Queens
FRISCO,M,8,Cavalier King Charles Spaniel,Manhattan
FRISCO,M,3,Yorkshire Terrier,Manhattan
FRISCO,M,2,Poodle Crossbreed,Bronx
FRISCO,M,4,"Bull Dog, French",Bronx
FRISCO,M,13,Labrador Retriever,Staten Island
FRISCO,M,8,Yorkshire Terrier,Queens
FRISCO,M,1,"Schnauzer, Miniature",Manhattan
FRISCO,M,6,Maltese,Staten Island
FRISKER,M,6,Unknown,Manhattan
FRISKET,F,14,Golden Retriever,Manhattan
FRISKEY,M,17,Maltese,Queens
FRISKY,F,5,Chihuahua,Manhattan
FRISKY,F,2,Shih Tzu,Bronx
FRISKY,M,14,Beagle,Queens
FRISKY,F,5,Chihuahua,Manhattan
FRISKY,F,12,Yorkshire Terrier,Bronx
FRITO,M,6,American Pit Bull Mix / Pit Bull Mix,Manhattan
FRITS,M,5,Yorkshire Terrier,Manhattan
FRITZ,M,4,"Bull Dog, English",Queens
FRITZ,M,5,Labradoodle,Brooklyn
FRITZ,M,3,Dachshund Smooth Coat Miniature,Queens
FRITZ,M,7,American Pit Bull Terrier/Pit Bull,Brooklyn
FRITZ,M,6,American Staffordshire Terrier,Manhattan
FRITZ,M,5,American Pit Bull Terrier/Pit Bull,Brooklyn
FRITZ,M,8,"Schnauzer, Miniature",Manhattan
FRITZ,M,9,"Schnauzer, Standard",Staten Island
FRITZ,M,11,"Schnauzer, Miniature",Manhattan
FRITZ,F,8,Chihuahua,Brooklyn
FRITZ,M,14,"Schnauzer, Standard",Manhattan
FRITZ,M,12,Unknown,Manhattan
FRITZ,M,14,Dachshund Smooth Coat,Manhattan
FRITZ,M,7,"Dachshund, Long Haired",Queens
FRITZ,M,7,German Shepherd Dog,Queens
FRITZ,M,10,Unknown,Manhattan
FRITZ,M,3,Italian Greyhound,Manhattan
FRITZ,M,10,Dachshund Smooth Coat,Manhattan
FRITZ,M,11,Wire Fox Terrier,Manhattan
FRITZ,M,2,German Shepherd Dog,Manhattan
FRITZ,F,17,Jack Russell Terrier,Bronx
FRITZ,M,2,Yorkshire Terrier,Queens
FRITZ,M,2,Labrador Retriever Crossbreed,Brooklyn
FRITZ,M,7,Labrador Retriever,Brooklyn
FRITZ,M,6,Unknown,Queens
FRITZ,M,5,American Pit Bull Terrier/Pit Bull,Brooklyn
FRITZ,M,3,Labrador Retriever,Manhattan
FRITZ,M,7,Dachshund Smooth Coat,Brooklyn
FRITZ,M,7,Unknown,Brooklyn
